Development Name,Borough,Account Name,Location,Meter AMR,Meter Scope,TDS #,EDP,RC Code,Funding Source,AMP #,Vendor Name,UMIS BILL ID,Revenue Month,Service Start Date,Service End Date,# days,Meter Number,Estimated,Current Charges,Consumption
SUTTER AVENUE-UNION STREET,BROOKLYN,SUTTER AVENUE-UNION STREET,,Not Applicable,,369,807,K036900,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898808,2/1/10,1/28/10,2/26/10,29,346254731-OIL,N         ,$526.86 ,249
SUTTER AVENUE-UNION STREET,BROOKLYN,SUTTER AVENUE-UNION STREET,,Not Applicable,,369,807,K036900,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898809,2/1/10,1/28/10,2/26/10,29,346254731-OIL,N         ,$621.69 ,264
SUTTER AVENUE-UNION STREET,BROOKLYN,SUTTER AVENUE-UNION STREET,,Not Applicable,,369,807,K036900,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898810,2/1/10,1/28/10,2/26/10,29,346254731-OIL,N         ,$572.24 ,243
SUTTER AVENUE-UNION STREET,BROOKLYN,SUTTER AVENUE-UNION STREET,,Not Applicable,,369,807,K036900,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898811,2/1/10,1/28/10,2/26/10,29,346254731-OIL,N         ,$266.72 ,126
SUTTER AVENUE-UNION STREET,BROOKLYN,SUTTER AVENUE-UNION STREET,,Not Applicable,,369,807,K036900,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898812,2/1/10,1/28/10,2/26/10,29,346254731-OIL,N         ,$546.13 ,258
SUTTER AVENUE-UNION STREET,BROOKLYN,SUTTER AVENUE-UNION STREET,,Not Applicable,,369,807,K036900,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898813,2/1/10,1/28/10,2/26/10,29,346254731-OIL,N         ,$518.62 ,245
SUTTER AVENUE-UNION STREET,BROOKLYN,SUTTER AVENUE-UNION STREET,,Not Applicable,,369,807,K036900,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898814,2/1/10,1/28/10,2/26/10,29,346254731-OIL,N         ,$535.55 ,253
SUTTER AVENUE-UNION STREET,BROOKLYN,SUTTER AVENUE-UNION STREET,,Not Applicable,,369,807,K036900,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898815,2/1/10,1/28/10,2/26/10,29,346254731-OIL,N         ,$227.93 ,112
SUTTER AVENUE-UNION STREET,BROOKLYN,SUTTER AVENUE-UNION STREET,,Not Applicable,,369,807,K036900,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898816,2/1/10,1/28/10,2/26/10,29,346254731-OIL,N         ,$492.49 ,242
SUTTER AVENUE-UNION STREET,BROOKLYN,SUTTER AVENUE-UNION STREET,,Not Applicable,,369,807,K036900,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898817,2/1/10,1/28/10,2/26/10,29,346254731-OIL,N         ,$496.56 ,244
SUTTER AVENUE-UNION STREET,BROOKLYN,SUTTER AVENUE-UNION STREET,,Not Applicable,,369,807,K036900,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898818,2/1/10,1/28/10,2/26/10,29,346254731-OIL,N         ,$461.97 ,227
SUTTER AVENUE-UNION STREET,BROOKLYN,SUTTER AVENUE-UNION STREET,,Not Applicable,,369,807,K036900,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898819,2/1/10,1/28/10,2/26/10,29,346254731-OIL,N         ,$484.35 ,238
SUTTER AVENUE-UNION STREET,BROOKLYN,SUTTER AVENUE-UNION STREET,,Not Applicable,,369,807,K036900,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898820,2/1/10,1/28/10,2/26/10,29,346254731-OIL,N         ,$466.04 ,229
SUTTER AVENUE-UNION STREET,BROOKLYN,SUTTER AVENUE-UNION STREET,,Not Applicable,,369,807,K036900,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898821,2/1/10,1/28/10,2/26/10,29,346254731-OIL,N         ,$495.50 ,231
SUTTER AVENUE-UNION STREET,BROOKLYN,SUTTER AVENUE-UNION STREET,,Not Applicable,,369,807,K036900,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898822,2/1/10,1/28/10,2/26/10,29,346254731-OIL,N         ,$244.53 ,114
SUTTER AVENUE-UNION STREET,BROOKLYN,SUTTER AVENUE-UNION STREET,,Not Applicable,,369,807,K036900,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898823,3/1/10,2/26/10,3/26/10,28,346254731-OIL,N         ,$489.06 ,228
SUTTER AVENUE-UNION STREET,BROOKLYN,SUTTER AVENUE-UNION STREET,,Not Applicable,,369,807,K036900,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898824,3/1/10,2/26/10,3/26/10,28,346254731-OIL,N         ,$484.77 ,226
SUTTER AVENUE-UNION STREET,BROOKLYN,SUTTER AVENUE-UNION STREET,,Not Applicable,,369,807,K036900,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898825,3/1/10,2/26/10,3/26/10,28,346254731-OIL,N         ,$489.06 ,228
SUTTER AVENUE-UNION STREET,BROOKLYN,SUTTER AVENUE-UNION STREET,,Not Applicable,,369,807,K036900,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898826,3/1/10,2/26/10,3/26/10,28,346254731-OIL,N         ,$474.05 ,221
SUTTER AVENUE-UNION STREET,BROOKLYN,SUTTER AVENUE-UNION STREET,,Not Applicable,,369,807,K036900,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898827,3/1/10,2/26/10,3/26/10,28,346254731-OIL,N         ,$160.88 ,75
SUTTER AVENUE-UNION STREET,BROOKLYN,SUTTER AVENUE-UNION STREET,,Not Applicable,,369,807,K036900,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898828,3/1/10,2/26/10,3/26/10,28,346254731-OIL,N         ,$348.53 ,148
SUTTER AVENUE-UNION STREET,BROOKLYN,SUTTER AVENUE-UNION STREET,,Not Applicable,,369,807,K036900,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898829,3/1/10,2/26/10,3/26/10,28,346254731-OIL,N         ,$476.39 ,219
SUTTER AVENUE-UNION STREET,BROOKLYN,SUTTER AVENUE-UNION STREET,,Not Applicable,,369,807,K036900,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898830,3/1/10,2/26/10,3/26/10,28,346254731-OIL,N         ,$465.51 ,214
SUTTER AVENUE-UNION STREET,BROOKLYN,SUTTER AVENUE-UNION STREET,,Not Applicable,,369,807,K036900,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898831,3/1/10,2/26/10,3/26/10,28,346254731-OIL,N         ,$437.24 ,201
SUTTER AVENUE-UNION STREET,BROOKLYN,SUTTER AVENUE-UNION STREET,,Not Applicable,,369,807,K036900,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898832,3/1/10,2/26/10,3/26/10,28,346254731-OIL,N         ,$441.59 ,203
SUTTER AVENUE-UNION STREET,BROOKLYN,SUTTER AVENUE-UNION STREET,,Not Applicable,,369,807,K036900,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898833,3/1/10,2/26/10,3/26/10,28,346254731-OIL,N         ,$443.76 ,204
SUTTER AVENUE-UNION STREET,BROOKLYN,SUTTER AVENUE-UNION STREET,,Not Applicable,,369,807,K036900,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898834,3/1/10,2/26/10,3/26/10,28,346254731-OIL,N         ,$250.16 ,115
SUTTER AVENUE-UNION STREET,BROOKLYN,SUTTER AVENUE-UNION STREET,,Not Applicable,,369,807,K036900,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898835,3/1/10,2/26/10,3/26/10,28,346254731-OIL,N         ,$39.16 ,18
SUTTER AVENUE-UNION STREET,BROOKLYN,SUTTER AVENUE-UNION STREET,,Not Applicable,,369,807,K036900,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898836,3/1/10,2/26/10,3/26/10,28,346254731-OIL,N         ,$419.83 ,193
SUTTER AVENUE-UNION STREET,BROOKLYN,SUTTER AVENUE-UNION STREET,,Not Applicable,,369,807,K036900,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898837,3/1/10,2/26/10,3/26/10,28,346254731-OIL,N         ,$435.06 ,200
SUTTER AVENUE-UNION STREET,BROOKLYN,SUTTER AVENUE-UNION STREET,,Not Applicable,,369,807,K036900,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898838,4/1/10,3/26/10,4/27/10,32,346254731-OIL,N         ,$4.71 ,2
SUTTER AVENUE-UNION STREET,BROOKLYN,SUTTER AVENUE-UNION STREET,,Not Applicable,,369,807,K036900,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898839,4/1/10,3/26/10,4/27/10,32,346254731-OIL,N         ,$191.43 ,88
SUTTER AVENUE-UNION STREET,BROOKLYN,SUTTER AVENUE-UNION STREET,,Not Applicable,,369,807,K036900,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898840,4/1/10,3/26/10,4/27/10,32,346254731-OIL,N         ,$467.80 ,209
SUTTER AVENUE-UNION STREET,BROOKLYN,SUTTER AVENUE-UNION STREET,,Not Applicable,,369,807,K036900,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898841,4/1/10,3/26/10,4/27/10,32,346254731-OIL,N         ,$508.09 ,227
SUTTER AVENUE-UNION STREET,BROOKLYN,SUTTER AVENUE-UNION STREET,,Not Applicable,,369,807,K036900,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898842,4/1/10,3/26/10,4/27/10,32,346254731-OIL,N         ,$38.05 ,17
SUTTER AVENUE-UNION STREET,BROOKLYN,SUTTER AVENUE-UNION STREET,,Not Applicable,,369,807,K036900,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898843,4/1/10,3/26/10,4/27/10,32,346254731-OIL,N         ,$80.40 ,38
SUTTER AVENUE-UNION STREET,BROOKLYN,SUTTER AVENUE-UNION STREET,,Not Applicable,,369,807,K036900,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898844,4/1/10,3/26/10,4/27/10,32,346254731-OIL,N         ,$393.56 ,186
SUTTER AVENUE-UNION STREET,BROOKLYN,SUTTER AVENUE-UNION STREET,,Not Applicable,,369,807,K036900,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898845,5/1/10,4/27/10,5/25/10,28,346254731-OIL,N         ,$586.10 ,277
SUTTER AVENUE-UNION STREET,BROOKLYN,SUTTER AVENUE-UNION STREET,,Not Applicable,,369,807,K036900,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898846,5/1/10,4/27/10,5/25/10,28,346254731-OIL,N         ,$25.39 ,12
SUTTER AVENUE-UNION STREET,BROOKLYN,SUTTER AVENUE-UNION STREET,,Not Applicable,,369,807,K036900,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898847,5/1/10,4/27/10,5/25/10,28,346254731-OIL,N         ,$933.11 ,441
SUTTER AVENUE-UNION STREET,BROOKLYN,SUTTER AVENUE-UNION STREET,,Not Applicable,,369,807,K036900,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898848,10/1/10,9/24/10,10/25/10,31,346254731-OIL,N         ,$755.54 ,356
SUTTER AVENUE-UNION STREET,BROOKLYN,SUTTER AVENUE-UNION STREET,,Not Applicable,,369,807,K036900,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898849,11/1/10,10/25/10,11/23/10,29,346254731-OIL,N         ,$660.00 ,295
SUTTER AVENUE-UNION STREET,BROOKLYN,SUTTER AVENUE-UNION STREET,,Not Applicable,,369,807,K036900,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898850,11/1/10,10/25/10,11/23/10,29,346254731-OIL,N         ,$681.66 ,321
SUTTER AVENUE-UNION STREET,BROOKLYN,SUTTER AVENUE-UNION STREET,,Not Applicable,,369,807,K036900,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898851,11/1/10,10/25/10,11/23/10,29,346254731-OIL,N         ,$432.65 ,204
SUTTER AVENUE-UNION STREET,BROOKLYN,SUTTER AVENUE-UNION STREET,,Not Applicable,,369,807,K036900,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898852,11/1/10,10/25/10,11/23/10,29,346254731-OIL,N         ,$476.80 ,225
SUTTER AVENUE-UNION STREET,BROOKLYN,SUTTER AVENUE-UNION STREET,,Not Applicable,,369,807,K036900,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898853,11/1/10,10/25/10,11/23/10,29,346254731-OIL,N         ,$561.44 ,233
SUTTER AVENUE-UNION STREET,BROOKLYN,SUTTER AVENUE-UNION STREET,,Not Applicable,,369,807,K036900,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898854,11/1/10,10/25/10,11/23/10,29,346254731-OIL,N         ,$450.60 ,187
SUTTER AVENUE-UNION STREET,BROOKLYN,SUTTER AVENUE-UNION STREET,,Not Applicable,,369,807,K036900,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898855,11/1/10,10/25/10,11/23/10,29,346254731-OIL,N         ,$751.73 ,336
SUTTER AVENUE-UNION STREET,BROOKLYN,SUTTER AVENUE-UNION STREET,,Not Applicable,,369,807,K036900,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898856,11/1/10,10/25/10,11/23/10,29,346254731-OIL,N         ,$574.99 ,257
SUTTER AVENUE-UNION STREET,BROOKLYN,SUTTER AVENUE-UNION STREET,,Not Applicable,,369,807,K036900,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898857,11/1/10,10/25/10,11/23/10,29,346254731-OIL,N         ,$197.59 ,82
SUTTER AVENUE-UNION STREET,BROOKLYN,SUTTER AVENUE-UNION STREET,,Not Applicable,,369,807,K036900,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898858,11/1/10,10/25/10,11/23/10,29,346254731-OIL,N         ,$380.72 ,158
SUTTER AVENUE-UNION STREET,BROOKLYN,SUTTER AVENUE-UNION STREET,,Not Applicable,,369,807,K036900,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898859,12/1/10,11/23/10,12/23/10,30,346254731-OIL,N         ,$221.68 ,92
SUTTER AVENUE-UNION STREET,BROOKLYN,SUTTER AVENUE-UNION STREET,,Not Applicable,,369,807,K036900,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898860,12/1/10,11/23/10,12/23/10,30,346254731-OIL,N         ,$522.88 ,217
SUTTER AVENUE-UNION STREET,BROOKLYN,SUTTER AVENUE-UNION STREET,,Not Applicable,,369,807,K036900,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898861,12/1/10,11/23/10,12/23/10,30,346254731-OIL,N         ,$571.08 ,237
SUTTER AVENUE-UNION STREET,BROOKLYN,SUTTER AVENUE-UNION STREET,,Not Applicable,,369,807,K036900,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898862,12/1/10,11/23/10,12/23/10,30,346254731-OIL,N         ,$804.81 ,334
SUTTER AVENUE-UNION STREET,BROOKLYN,SUTTER AVENUE-UNION STREET,,Not Applicable,,369,807,K036900,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898863,12/1/10,11/23/10,12/23/10,30,346254731-OIL,N         ,$585.75 ,243
SUTTER AVENUE-UNION STREET,BROOKLYN,SUTTER AVENUE-UNION STREET,,Not Applicable,,369,807,K036900,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898864,12/1/10,11/23/10,12/23/10,30,346254731-OIL,N         ,$559.24 ,232
SUTTER AVENUE-UNION STREET,BROOKLYN,SUTTER AVENUE-UNION STREET,,Not Applicable,,369,807,K036900,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898865,12/1/10,11/23/10,12/23/10,30,346254731-OIL,N         ,$676.00 ,270
SUTTER AVENUE-UNION STREET,BROOKLYN,SUTTER AVENUE-UNION STREET,,Not Applicable,,369,807,K036900,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898866,12/1/10,11/23/10,12/23/10,30,346254731-OIL,N         ,$695.75 ,267
SUTTER AVENUE-UNION STREET,BROOKLYN,SUTTER AVENUE-UNION STREET,,Not Applicable,,369,807,K036900,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898867,12/1/10,11/23/10,12/23/10,30,346254731-OIL,N         ,$755.68 ,290
SUTTER AVENUE-UNION STREET,BROOKLYN,SUTTER AVENUE-UNION STREET,,Not Applicable,,369,807,K036900,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898868,12/1/10,11/23/10,12/23/10,30,346254731-OIL,N         ,$646.24 ,248
SUTTER AVENUE-UNION STREET,BROOKLYN,SUTTER AVENUE-UNION STREET,,Not Applicable,,369,807,K036900,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898869,12/1/10,11/23/10,12/23/10,30,346254731-OIL,N         ,$203.59 ,91
SUTTER AVENUE-UNION STREET,BROOKLYN,SUTTER AVENUE-UNION STREET,,Not Applicable,,369,807,K036900,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898870,12/1/10,11/23/10,12/23/10,30,346254731-OIL,N         ,$648.84 ,249
SUTTER AVENUE-UNION STREET,BROOKLYN,SUTTER AVENUE-UNION STREET,,Not Applicable,,369,807,K036900,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898871,12/1/10,11/23/10,12/23/10,30,346254731-OIL,N         ,$633.21 ,243
SUTTER AVENUE-UNION STREET,BROOKLYN,SUTTER AVENUE-UNION STREET,,Not Applicable,,369,807,K036900,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898872,12/1/10,11/23/10,12/23/10,30,346254731-OIL,N         ,$594.12 ,228
SUTTER AVENUE-UNION STREET,BROOKLYN,SUTTER AVENUE-UNION STREET,,Not Applicable,,369,807,K036900,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898873,12/1/10,11/23/10,12/23/10,30,346254731-OIL,N         ,$783.12 ,325
SUTTER AVENUE-UNION STREET,BROOKLYN,SUTTER AVENUE-UNION STREET,,Not Applicable,,369,807,K036900,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898874,12/1/10,11/23/10,12/23/10,30,346254731-OIL,N         ,$458.00 ,190
TAFT,MANHATTAN,TAFT,,Not Applicable,,97,261,M009700,FEDERAL,NY005010970P,"S.J. Fuel Co., Inc.",2896682,6/1/10,5/24/10,6/23/10,30,495416023500002-OIL,N         ,"$1,087.40 ",513
TAFT,MANHATTAN,TAFT,,Not Applicable,,97,261,M009700,FEDERAL,NY005010970P,"S.J. Fuel Co., Inc.",2896683,7/1/10,6/23/10,7/23/10,30,495416023500002-OIL,N         ,"$2,355.55 ",1036
TAFT,MANHATTAN,TAFT,,Not Applicable,,97,261,M009700,FEDERAL,NY005010970P,"S.J. Fuel Co., Inc.",2896684,9/1/10,8/23/10,9/22/10,30,495416023500002-OIL,N         ,"$4,733.84 ",2082
TAFT,MANHATTAN,TAFT,,Not Applicable,,97,261,M009700,FEDERAL,NY005010970P,"S.J. Fuel Co., Inc.",2896685,10/1/10,9/22/10,10/22/10,30,495416023500002-OIL,N         ,"$1,698.45 ",747
TAFT,MANHATTAN,TAFT,,Not Applicable,,97,261,M009700,FEDERAL,NY005010970P,"S.J. Fuel Co., Inc.",2896686,11/1/10,10/22/10,11/22/10,31,495416023500002-OIL,N         ,"$4,406.43 ",1938
TAFT,MANHATTAN,TAFT,,Not Applicable,,97,261,M009700,FEDERAL,NY005010970P,"S.J. Fuel Co., Inc.",2896687,12/1/10,11/22/10,12/23/10,31,495416023500002-OIL,N         ,"$8,439.97 ",3712
TAPSCOTT STREET,BROOKLYN,TAPSCOTT STREET,,Not Applicable,,242,361,K024200,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2897930,1/1/10,12/29/09,1/28/10,30,0348907010-OIL,N         ,$31.23 ,15
TAPSCOTT STREET,BROOKLYN,TAPSCOTT STREET,,Not Applicable,,242,361,K024200,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2897931,10/1/10,9/24/10,10/25/10,31,0348907010-OIL,N         ,$14.38 ,6
TAPSCOTT STREET,BROOKLYN,TAPSCOTT STREET,,Not Applicable,,242,361,K024200,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2897932,11/1/10,10/25/10,11/23/10,29,0348907010-OIL,N         ,$11.98 ,5
TAPSCOTT STREET,BROOKLYN,TAPSCOTT STREET,,Not Applicable,,242,361,K024200,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2897933,12/1/10,11/23/10,12/23/10,30,0348907010-OIL,N         ,$23.96 ,10
TAYLOR STREET-WYTHE AVENUE,BROOKLYN,TAYLOR STREET-WYTHE AVENUE,,Not Applicable,,234,358,K023400,FEDERAL,NY005012340P,"S.J. Fuel Co., Inc.",2898138,12/1/10,11/23/10,12/23/10,30,0132014840-OIL,N         ,$524.72 ,219
THROGGS NECK,BRONX,THROGGS NECK,,Not Applicable,,63,218,B006300,FEDERAL,NY005010630P,"S.J. Fuel Co., Inc.",2897194,1/1/10,12/24/09,1/26/10,33,395416123000011-OIL,N         ,"$31,896.84 ",15556
THROGGS NECK,BRONX,THROGGS NECK,,Not Applicable,,63,218,B006300,FEDERAL,NY005010630P,"S.J. Fuel Co., Inc.",2897195,2/1/10,1/26/10,2/25/10,30,395416123000011-OIL,N         ,$498.26 ,243
THROGGS NECK ADDITION,BRONX,THROGGS NECK ADDITION,,Not Applicable,,193,303,B019300,FEDERAL,NY005010630P,"S.J. Fuel Co., Inc.",2896290,1/1/10,12/24/09,1/26/10,33,SO3,N         ,"$90,558.24 ",44165
THROGGS NECK ADDITION,BRONX,THROGGS NECK ADDITION,,Not Applicable,,193,303,B019300,FEDERAL,NY005010630P,"S.J. Fuel Co., Inc.",2896291,2/1/10,1/26/10,2/25/10,30,SO3,N         ,"$74,207.93 ",36191
THROGGS NECK ADDITION,BRONX,THROGGS NECK ADDITION,,Not Applicable,,193,303,B019300,FEDERAL,NY005010630P,"S.J. Fuel Co., Inc.",2896292,3/1/10,2/25/10,3/26/10,29,SO3,N         ,"$56,172.15 ",27395
THROGGS NECK ADDITION,BRONX,THROGGS NECK ADDITION,,Not Applicable,,193,303,B019300,FEDERAL,NY005010630P,"S.J. Fuel Co., Inc.",2896293,4/1/10,3/26/10,4/26/10,31,SO3,N         ,"$38,763.81 ",18905
THROGGS NECK ADDITION,BRONX,THROGGS NECK ADDITION,,Not Applicable,,193,303,B019300,FEDERAL,NY005010630P,"S.J. Fuel Co., Inc.",2896294,5/1/10,4/26/10,5/24/10,28,SO3,N         ,"$24,258.90 ",11831
THROGGS NECK ADDITION,BRONX,THROGGS NECK ADDITION,,Not Applicable,,193,303,B019300,FEDERAL,NY005010630P,"S.J. Fuel Co., Inc.",2896295,6/1/10,5/24/10,6/23/10,30,SO3,N         ,"$13,928.72 ",6793
THROGGS NECK ADDITION,BRONX,THROGGS NECK ADDITION,,Not Applicable,,193,303,B019300,FEDERAL,NY005010630P,"S.J. Fuel Co., Inc.",2896296,7/1/10,6/23/10,7/23/10,30,SO3,N         ,"$19,596.66 ",8416
THROGGS NECK ADDITION,BRONX,THROGGS NECK ADDITION,,Not Applicable,,193,303,B019300,FEDERAL,NY005010630P,"S.J. Fuel Co., Inc.",2896297,8/1/10,7/23/10,8/23/10,31,SO3,N         ,"$18,481.30 ",7937
THROGGS NECK ADDITION,BRONX,THROGGS NECK ADDITION,,Not Applicable,,193,303,B019300,FEDERAL,NY005010630P,"S.J. Fuel Co., Inc.",2896298,9/1/10,8/23/10,9/22/10,30,SO3,N         ,"$30,829.34 ",13240
THROGGS NECK ADDITION,BRONX,THROGGS NECK ADDITION,,Not Applicable,,193,303,B019300,FEDERAL,NY005010630P,"S.J. Fuel Co., Inc.",2896299,10/1/10,9/22/10,10/22/10,30,SO3,N         ,"$27,655.59 ",11877
THROGGS NECK ADDITION,BRONX,THROGGS NECK ADDITION,,Not Applicable,,193,303,B019300,FEDERAL,NY005010630P,"S.J. Fuel Co., Inc.",2896300,11/1/10,10/22/10,11/22/10,31,SO3,N         ,"$75,052.21 ",32232
THROGGS NECK ADDITION,BRONX,THROGGS NECK ADDITION,,Not Applicable,,193,303,B019300,FEDERAL,NY005010630P,"S.J. Fuel Co., Inc.",2896301,12/1/10,11/22/10,12/23/10,31,SO3,N         ,"$90,669.46 ",38939
TILDEN,BROOKLYN,TILDEN,,Not Applicable,,96,233,K009600,FEDERAL,NY005000960P,"S.J. Fuel Co., Inc.",2897808,4/1/10,3/26/10,4/27/10,32,0538900100-OIL,N         ,"$7,001.88 ",3363
TILDEN,BROOKLYN,TILDEN,,Not Applicable,,96,233,K009600,FEDERAL,NY005000960P,"S.J. Fuel Co., Inc.",2897809,12/1/10,11/23/10,12/23/10,30,0538900100-OIL,N         ,"$55,615.95 ",23212
TOMPKINS,BROOKLYN,TOMPKINS,,Not Applicable,,131,246,K013100,FEDERAL,NY005011310P,"S.J. Fuel Co., Inc.",2898123,1/1/10,12/29/09,1/28/10,30,0148900560-OIL,N         ,$164.48 ,79
TOMPKINS,BROOKLYN,TOMPKINS,,Not Applicable,,131,246,K013100,FEDERAL,NY005011310P,"S.J. Fuel Co., Inc.",2898124,3/1/10,2/26/10,3/26/10,28,0148900560-OIL,N         ,"$1,159.69 ",557
TOMPKINS,BROOKLYN,TOMPKINS,,Not Applicable,,131,246,K013100,FEDERAL,NY005011310P,"S.J. Fuel Co., Inc.",2898125,4/1/10,3/26/10,4/27/10,32,0148900560-OIL,N         ,$495.52 ,238
TWIN PARKS WEST (SITES 1 & 2),BRONX,TWIN PARKS WEST (SITES 1 & 2),,Not Applicable,,227,363,B022700,FEDERAL,NY005012270P,"S.J. Fuel Co., Inc.",2897179,1/1/10,12/24/09,1/26/10,33,395416138200002-OIL,N         ,"$2,210.39 ",1078
TWIN PARKS WEST (SITES 1 & 2),BRONX,TWIN PARKS WEST (SITES 1 & 2),,Not Applicable,,227,363,B022700,FEDERAL,NY005012270P,"S.J. Fuel Co., Inc.",2897180,3/1/10,2/25/10,3/26/10,29,395416138200002-OIL,N         ,$633.59 ,309
TWO BRIDGES URA (SITE 7),MANHATTAN,TWO BRIDGES URA (SITE 7),,Not Applicable,,266,389,M026600,FEDERAL,NY005010760P,"S.J. Fuel Co., Inc.",2896788,9/1/10,8/23/10,9/22/10,30,495416017800004-OIL,N         ,$241.01 ,106
UNITY PLAZA (ALL)/LI BAPTIST HOUSES (BLD 2-4),BROOKLYN,UNITY PLAZA (ALL)/LI BAPTIST HOUSES (BLD 2-4),,Not Applicable,,240,0,K024000,,,"S.J. Fuel Co., Inc.",4294907,1/1/10,12/29/09,1/28/10,30,0548920001-OIL-19.8%,N         ,"$28,496.70 ",13686.95
UNITY PLAZA (ALL)/LI BAPTIST HOUSES (BLD 2-4),BROOKLYN,UNITY PLAZA (ALL)/LI BAPTIST HOUSES (BLD 2-4),,Not Applicable,,261,0,K026100,,,"S.J. Fuel Co., Inc.",4294907,1/1/10,12/29/09,1/28/10,30,0548920001-OIL-53.4%,N         ,"$76,854.74 ",36913.28
UNITY PLAZA (ALL)/LI BAPTIST HOUSES (BLD 2-4),BROOKLYN,UNITY PLAZA (ALL)/LI BAPTIST HOUSES (BLD 2-4),,Not Applicable,,276,0,K027600,,,"S.J. Fuel Co., Inc.",4294907,1/1/10,12/29/09,1/28/10,30,0548920001-OIL-26.8%,N         ,"$38,571.29 ",18525.77
