Development Name,Borough,Account Name,Location,Meter AMR,Meter Scope,TDS #,EDP,RC Code,Funding Source,AMP #,Vendor Name,UMIS BILL ID,Revenue Month,Service Start Date,Service End Date,# days,Meter Number,Estimated,Current Charges,Consumption
CONEY ISLAND I (SITE 8),BROOKLYN,CONEY ISLAND I (SITE 8),,Not Applicable,,238,334,K023800,FEDERAL,NY005011720P,"S.J. Fuel Co., Inc.",3191225,10/1/13,9/25/13,10/24/13,29,2308911000-OIL,N         ,"$20,800.62 ",6604
CONEY ISLAND I (SITE 8),BROOKLYN,CONEY ISLAND I (SITE 8),,Not Applicable,,238,334,K023800,FEDERAL,NY005011720P,"S.J. Fuel Co., Inc.",3191274,11/1/13,10/24/13,11/22/13,29,2308911000-OIL,N         ,"$40,419.54 ",13069
CONEY ISLAND I (SITE 8),BROOKLYN,CONEY ISLAND I (SITE 8),,Not Applicable,,238,334,K023800,FEDERAL,NY005011720P,"S.J. Fuel Co., Inc.",3249816,12/1/13,11/22/13,12/26/13,34,2308911000-OIL,N         ,"$80,753.12 ",25373
CYPRESS HILLS,BROOKLYN,CYPRESS HILLS,,Not Applicable,,70,536,K007000,FEDERAL,NY005010700P,"S.J. Fuel Co., Inc.",3191146,8/1/13,7/26/13,8/27/13,32,0558905000-OIL,N         ,"$1,777.12 ",559
DOUGLASS ADDITION,MANHATTAN,DOUGLASS ADDITION,,Not Applicable,,148,569,M014800,FEDERAL,NY005010820P,"S.J. Fuel Co., Inc.",2896787,1/1/13,12/24/12,1/24/13,31,495416018400002-OIL,N         ,$119.79 ,37
DOUGLASS I/DOUGLASS II,MANHATTAN,DOUGLASS I/DOUGLASS II,,Not Applicable,,82,0,M008200,,,"S.J. Fuel Co., Inc.",4245841,10/1/13,9/23/13,10/23/13,30,495416018500017-OIL-62.7%,N         ,$94.19 ,30.1
DOUGLASS I/DOUGLASS II,MANHATTAN,DOUGLASS I/DOUGLASS II,,Not Applicable,,582,0,M058200,,,"S.J. Fuel Co., Inc.",4245841,10/1/13,9/23/13,10/23/13,30,495416018500017-OIL-37.3%,N         ,$56.04 ,17.9
DOUGLASS I/DOUGLASS II,MANHATTAN,DOUGLASS I/DOUGLASS II,,Not Applicable,,82,0,M008200,,,"S.J. Fuel Co., Inc.",4245849,12/1/13,11/21/13,12/24/13,33,495416018500017-OIL-62.7%,N         ,"$2,272.49 ",718.54
DOUGLASS I/DOUGLASS II,MANHATTAN,DOUGLASS I/DOUGLASS II,,Not Applicable,,582,0,M058200,,,"S.J. Fuel Co., Inc.",4245849,12/1/13,11/21/13,12/24/13,33,495416018500017-OIL-37.3%,N         ,"$1,351.90 ",427.46
EAST 180TH STREET-MONTEREY AVENUE,BRONX,EAST 180TH STREET-MONTEREY AVENUE,,Not Applicable,,208,323,B020800,FEDERAL,NY005012270P,"S.J. Fuel Co., Inc.",2897190,1/1/13,12/24/12,1/24/13,31,395416137000007-OIL,N         ,"$70,342.27 ",21726
EAST 180TH STREET-MONTEREY AVENUE,BRONX,EAST 180TH STREET-MONTEREY AVENUE,,Not Applicable,,208,323,B020800,FEDERAL,NY005012270P,"S.J. Fuel Co., Inc.",2897191,2/1/13,1/24/13,2/25/13,32,395416137000007-OIL,N         ,"$97,285.33 ",28929
EAST 180TH STREET-MONTEREY AVENUE,BRONX,EAST 180TH STREET-MONTEREY AVENUE,,Not Applicable,,208,323,B020800,FEDERAL,NY005012270P,"S.J. Fuel Co., Inc.",2897192,3/1/13,2/25/13,3/26/13,29,395416137000007-OIL,N         ,"$90,806.82 ",28200
EAST 180TH STREET-MONTEREY AVENUE,BRONX,EAST 180TH STREET-MONTEREY AVENUE,,Not Applicable,,208,323,B020800,FEDERAL,NY005012270P,"S.J. Fuel Co., Inc.",2897193,4/1/13,3/26/13,4/24/13,29,395416137000007-OIL,N         ,"$47,593.78 ",15409
EAST 180TH STREET-MONTEREY AVENUE,BRONX,EAST 180TH STREET-MONTEREY AVENUE,,Not Applicable,,208,323,B020800,FEDERAL,NY005012270P,"S.J. Fuel Co., Inc.",3085971,5/1/13,4/24/13,5/23/13,29,395416137000007-OIL,Y         ,"$17,259.32 ",5691
EAST 180TH STREET-MONTEREY AVENUE,BRONX,EAST 180TH STREET-MONTEREY AVENUE,,Not Applicable,,208,323,B020800,FEDERAL,NY005012270P,"S.J. Fuel Co., Inc.",3085972,6/1/13,5/23/13,6/24/13,32,395416137000007-OIL,Y         ,"$12,410.68 ",4134
EAST 180TH STREET-MONTEREY AVENUE,BRONX,EAST 180TH STREET-MONTEREY AVENUE,,Not Applicable,,208,323,B020800,FEDERAL,NY005012270P,"S.J. Fuel Co., Inc.",3085973,7/1/13,6/24/13,7/24/13,30,395416137000007-OIL,Y         ,"$10,762.49 ",3501
EAST 180TH STREET-MONTEREY AVENUE,BRONX,EAST 180TH STREET-MONTEREY AVENUE,,Not Applicable,,208,323,B020800,FEDERAL,NY005012270P,"S.J. Fuel Co., Inc.",3191128,8/1/13,7/24/13,8/22/13,29,395416137000007-OIL,N         ,"$10,636.69 ",3367
EAST 180TH STREET-MONTEREY AVENUE,BRONX,EAST 180TH STREET-MONTEREY AVENUE,,Not Applicable,,208,323,B020800,FEDERAL,NY005012270P,"S.J. Fuel Co., Inc.",3191169,9/1/13,8/22/13,9/23/13,32,395416137000007-OIL,N         ,"$12,462.26 ",3892
EAST 180TH STREET-MONTEREY AVENUE,BRONX,EAST 180TH STREET-MONTEREY AVENUE,,Not Applicable,,208,323,B020800,FEDERAL,NY005012270P,"S.J. Fuel Co., Inc.",3191211,10/1/13,9/23/13,10/23/13,30,395416137000007-OIL,N         ,"$12,055.60 ",3852
EAST 180TH STREET-MONTEREY AVENUE,BRONX,EAST 180TH STREET-MONTEREY AVENUE,,Not Applicable,,208,323,B020800,FEDERAL,NY005012270P,"S.J. Fuel Co., Inc.",3191258,11/1/13,10/23/13,11/21/13,29,395416137000007-OIL,N         ,"$11,959.26 ",3892
EASTCHESTER GARDENS,BRONX,EASTCHESTER GARDENS,,Not Applicable,,34,313,B003400,FEDERAL,NY005010340P,"S.J. Fuel Co., Inc.",2897083,2/1/13,1/24/13,2/25/13,32,395416160140019-OIL,N         ,"$2,727.31 ",811
EDENWALD,BRONX,EDENWALD,,Not Applicable,,57,214,B005700,FEDERAL,NY005000570P,"S.J. Fuel Co., Inc.",2896984,3/1/13,2/25/13,3/26/13,29,395416185100006-OIL,N         ,"$130,823.00 ",40627
EDENWALD,BRONX,EDENWALD,,Not Applicable,,57,214,B005700,FEDERAL,NY005000570P,"S.J. Fuel Co., Inc.",2896985,4/1/13,3/26/13,4/24/13,29,395416185100006-OIL,N         ,"$118,247.79 ",38284
EDENWALD,BRONX,EDENWALD,,Not Applicable,,57,214,B005700,FEDERAL,NY005000570P,"S.J. Fuel Co., Inc.",3085960,5/1/13,4/24/13,5/23/13,29,395416185100006-OIL,Y         ,"$116,169.11 ",38305
EDENWALD,BRONX,EDENWALD,,Not Applicable,,57,214,B005700,FEDERAL,NY005000570P,"S.J. Fuel Co., Inc.",3085961,6/1/13,5/23/13,6/24/13,32,395416185100006-OIL,Y         ,"$197,415.09 ",65759
EDENWALD,BRONX,EDENWALD,,Not Applicable,,57,214,B005700,FEDERAL,NY005000570P,"S.J. Fuel Co., Inc.",3085962,7/1/13,6/24/13,7/24/13,30,395416185100006-OIL,Y         ,"$141,065.22 ",45888
EDENWALD,BRONX,EDENWALD,,Not Applicable,,57,214,B005700,FEDERAL,NY005000570P,"S.J. Fuel Co., Inc.",3191126,8/1/13,7/24/13,8/22/13,29,395416185100006-OIL,N         ,"$150,834.39 ",47746
EDENWALD,BRONX,EDENWALD,,Not Applicable,,57,214,B005700,FEDERAL,NY005000570P,"S.J. Fuel Co., Inc.",3191166,9/1/13,8/22/13,9/23/13,32,395416185100006-OIL,N         ,"$170,927.03 ",53381
EDENWALD,BRONX,EDENWALD,,Not Applicable,,57,214,B005700,FEDERAL,NY005000570P,"S.J. Fuel Co., Inc.",3191209,10/1/13,9/23/13,10/23/13,30,395416185100006-OIL,N         ,"$160,813.38 ",51383
EDENWALD,BRONX,EDENWALD,,Not Applicable,,57,214,B005700,FEDERAL,NY005000570P,"S.J. Fuel Co., Inc.",3191254,11/1/13,10/23/13,11/21/13,29,395416185100006-OIL,N         ,"$430,991.20 ",140261
EDENWALD,BRONX,EDENWALD,,Not Applicable,,57,214,B005700,FEDERAL,NY005000570P,"S.J. Fuel Co., Inc.",3249805,12/1/13,11/21/13,12/24/13,33,395416185100006-OIL,N         ,"$851,819.13 ",269338
ELLIOTT/CHELSEA ADDITION,MANHATTAN,ELLIOTT/CHELSEA ADDITION,,Not Applicable,,15,0,M001500,,,"S.J. Fuel Co., Inc.",4243003,1/1/13,12/24/12,1/24/13,31,495416070202007-OIL-79.6%,N         ,"$171,423.07 ",52945.94
ELLIOTT/CHELSEA ADDITION,MANHATTAN,ELLIOTT/CHELSEA ADDITION,,Not Applicable,,176,0,M017600,,,"S.J. Fuel Co., Inc.",4243003,1/1/13,12/24/12,1/24/13,31,495416070202007-OIL-20.4%,N         ,"$43,932.55 ",13569.06
ELLIOTT/CHELSEA ADDITION,MANHATTAN,ELLIOTT/CHELSEA ADDITION,,Not Applicable,,15,0,M001500,,,"S.J. Fuel Co., Inc.",4243006,2/1/13,1/24/13,2/25/13,32,495416070202007-OIL-79.6%,N         ,"$203,840.85 ",60614.6
ELLIOTT/CHELSEA ADDITION,MANHATTAN,ELLIOTT/CHELSEA ADDITION,,Not Applicable,,176,0,M017600,,,"S.J. Fuel Co., Inc.",4243006,2/1/13,1/24/13,2/25/13,32,495416070202007-OIL-20.4%,N         ,"$52,240.62 ",15534.4
ELLIOTT/CHELSEA ADDITION,MANHATTAN,ELLIOTT/CHELSEA ADDITION,,Not Applicable,,15,0,M001500,,,"S.J. Fuel Co., Inc.",4243010,3/1/13,2/25/13,3/26/13,29,495416070202007-OIL-79.6%,N         ,"$179,539.31 ",55755.82
ELLIOTT/CHELSEA ADDITION,MANHATTAN,ELLIOTT/CHELSEA ADDITION,,Not Applicable,,176,0,M017600,,,"S.J. Fuel Co., Inc.",4243010,3/1/13,2/25/13,3/26/13,29,495416070202007-OIL-20.4%,N         ,"$46,012.59 ",14289.18
ELLIOTT/CHELSEA ADDITION,MANHATTAN,ELLIOTT/CHELSEA ADDITION,,Not Applicable,,15,0,M001500,,,"S.J. Fuel Co., Inc.",4243014,4/1/13,3/26/13,4/24/13,29,495416070202007-OIL-79.6%,N         ,"$94,362.67 ",30560.83
ELLIOTT/CHELSEA ADDITION,MANHATTAN,ELLIOTT/CHELSEA ADDITION,,Not Applicable,,176,0,M017600,,,"S.J. Fuel Co., Inc.",4243014,4/1/13,3/26/13,4/24/13,29,495416070202007-OIL-20.4%,N         ,"$24,183.40 ",7832.17
ELLIOTT/CHELSEA ADDITION,MANHATTAN,ELLIOTT/CHELSEA ADDITION,,Not Applicable,,15,0,M001500,,,"S.J. Fuel Co., Inc.",4243019,5/1/13,4/24/13,5/23/13,29,495416070202007-OIL-79.6%,N         ,"$39,764.41 ",13111.71
ELLIOTT/CHELSEA ADDITION,MANHATTAN,ELLIOTT/CHELSEA ADDITION,,Not Applicable,,176,0,M017600,,,"S.J. Fuel Co., Inc.",4243019,5/1/13,4/24/13,5/23/13,29,495416070202007-OIL-20.4%,N         ,"$10,190.88 ",3360.29
ELLIOTT/CHELSEA ADDITION,MANHATTAN,ELLIOTT/CHELSEA ADDITION,,Not Applicable,,15,0,M001500,,,"S.J. Fuel Co., Inc.",4243025,6/1/13,5/23/13,6/24/13,32,495416070202007-OIL-79.6%,N         ,"$33,333.53 ",11103.4
ELLIOTT/CHELSEA ADDITION,MANHATTAN,ELLIOTT/CHELSEA ADDITION,,Not Applicable,,176,0,M017600,,,"S.J. Fuel Co., Inc.",4243025,6/1/13,5/23/13,6/24/13,32,495416070202007-OIL-20.4%,N         ,"$8,542.76 ",2845.6
ELLIOTT/CHELSEA ADDITION,MANHATTAN,ELLIOTT/CHELSEA ADDITION,,Not Applicable,,15,0,M001500,,,"S.J. Fuel Co., Inc.",4243029,7/1/13,6/24/13,7/24/13,30,495416070202007-OIL-79.6%,N         ,"$7,272.48 ",2365.71
ELLIOTT/CHELSEA ADDITION,MANHATTAN,ELLIOTT/CHELSEA ADDITION,,Not Applicable,,176,0,M017600,,,"S.J. Fuel Co., Inc.",4243029,7/1/13,6/24/13,7/24/13,30,495416070202007-OIL-20.4%,N         ,"$1,863.80 ",606.29
ELLIOTT/CHELSEA ADDITION,MANHATTAN,ELLIOTT/CHELSEA ADDITION,,Not Applicable,,15,0,M001500,,,"S.J. Fuel Co., Inc.",4243032,12/1/13,11/21/13,12/24/13,33,495416070202007-OIL-79.6%,N         ,"$1,520.54 ",480.78
ELLIOTT/CHELSEA ADDITION,MANHATTAN,ELLIOTT/CHELSEA ADDITION,,Not Applicable,,176,0,M017600,,,"S.J. Fuel Co., Inc.",4243032,12/1/13,11/21/13,12/24/13,33,495416070202007-OIL-20.4%,N         ,$389.69 ,123.22
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),733 SNEDIKER AVENUE,NA,,260,376,Q026000,FEDERAL,NY005012090P,"S.J. Fuel Co., Inc.",3086119,7/1/13,6/25/13,7/26/13,31,SO7-OIL,N         ,$370.60 ,121.4
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),733 SNEDIKER AVENUE,NA,,260,376,Q026000,FEDERAL,NY005012090P,"S.J. Fuel Co., Inc.",3086120,9/1/13,8/27/13,9/25/13,29,SO7-OIL,N         ,$238.11 ,78
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),733 SNEDIKER AVENUE,NA,,260,376,Q026000,FEDERAL,NY005012090P,"S.J. Fuel Co., Inc.",3191288,11/1/13,10/24/13,11/22/13,29,SO7-OIL,Y         ,$467.25 ,145
FORT WASHINGTON AVENUE REHAB,MANHATTAN,FORT WASHINGTON AVENUE REHAB,,Not Applicable,,309,341,M030900,FEDERAL,NY005013090P,"S.J. Fuel Co., Inc.",2896461,1/1/13,12/24/12,1/24/13,31,495416081032005-OIL,N         ,"$58,126.43 ",17953
FORT WASHINGTON AVENUE REHAB,MANHATTAN,FORT WASHINGTON AVENUE REHAB,,Not Applicable,,309,341,M030900,FEDERAL,NY005013090P,"S.J. Fuel Co., Inc.",2896462,2/1/13,1/24/13,2/25/13,32,495416081032005-OIL,N         ,"$86,978.05 ",25864
FORT WASHINGTON AVENUE REHAB,MANHATTAN,FORT WASHINGTON AVENUE REHAB,,Not Applicable,,309,341,M030900,FEDERAL,NY005013090P,"S.J. Fuel Co., Inc.",2896463,3/1/13,2/25/13,3/26/13,29,495416081032005-OIL,N         ,"$48,749.09 ",15139
FORT WASHINGTON AVENUE REHAB,MANHATTAN,FORT WASHINGTON AVENUE REHAB,,Not Applicable,,309,341,M030900,FEDERAL,NY005013090P,"S.J. Fuel Co., Inc.",2896464,4/1/13,3/26/13,4/24/13,29,495416081032005-OIL,N         ,"$27,776.95 ",8996
FORT WASHINGTON AVENUE REHAB,MANHATTAN,FORT WASHINGTON AVENUE REHAB,,Not Applicable,,309,341,M030900,FEDERAL,NY005013090P,"S.J. Fuel Co., Inc.",3085937,5/1/13,4/24/13,5/23/13,29,495416081032005-OIL,Y         ,"$6,232.28 ",2055
FORT WASHINGTON AVENUE REHAB,MANHATTAN,FORT WASHINGTON AVENUE REHAB,,Not Applicable,,309,341,M030900,FEDERAL,NY005013090P,"S.J. Fuel Co., Inc.",3191200,10/1/13,9/23/13,10/23/13,30,495416081032005-OIL,N         ,"$4,184.41 ",1337
FORT WASHINGTON AVENUE REHAB,MANHATTAN,FORT WASHINGTON AVENUE REHAB,,Not Applicable,,309,341,M030900,FEDERAL,NY005013090P,"S.J. Fuel Co., Inc.",3191245,11/1/13,10/23/13,11/21/13,29,495416081032005-OIL,N         ,"$32,199.66 ",10479
FORT WASHINGTON AVENUE REHAB,MANHATTAN,FORT WASHINGTON AVENUE REHAB,,Not Applicable,,309,341,M030900,FEDERAL,NY005013090P,"S.J. Fuel Co., Inc.",3249837,12/1/13,11/21/13,12/24/13,33,495416081032005-OIL,N         ,"$56,222.25 ",17777
GLENMORE PLAZA,BROOKLYN,GLENMORE PLAZA,,Not Applicable,,171,581,K017100,FEDERAL,NY005011690P,"S.J. Fuel Co., Inc.",2897749,1/1/13,12/26/12,1/25/13,30,0538960010-OIL,N         ,"$18,985.88 ",5828
GLENMORE PLAZA,BROOKLYN,GLENMORE PLAZA,,Not Applicable,,171,581,K017100,FEDERAL,NY005011690P,"S.J. Fuel Co., Inc.",2897750,2/1/13,1/25/13,2/28/13,34,0538960010-OIL,N         ,"$129,632.73 ",38320
GLENMORE PLAZA,BROOKLYN,GLENMORE PLAZA,,Not Applicable,,171,581,K017100,FEDERAL,NY005011690P,"S.J. Fuel Co., Inc.",2897751,3/1/13,2/28/13,3/25/13,25,0538960010-OIL,N         ,"$132,698.30 ",40955
GLENMORE PLAZA,BROOKLYN,GLENMORE PLAZA,,Not Applicable,,171,581,K017100,FEDERAL,NY005011690P,"S.J. Fuel Co., Inc.",2897752,4/1/13,3/25/13,4/25/13,31,0538960010-OIL,N         ,"$70,253.51 ",22599
GLENWOOD,BROOKLYN,GLENWOOD,,Not Applicable,,44,584,K004400,FEDERAL,NY005000440P,"S.J. Fuel Co., Inc.",3086057,5/1/13,4/25/13,5/28/13,33,0432510330-OIL,Y         ,$485.39 ,159
GLENWOOD,BROOKLYN,GLENWOOD,,Not Applicable,,44,584,K004400,FEDERAL,NY005000440P,"S.J. Fuel Co., Inc.",3191149,8/1/13,7/26/13,8/27/13,32,0432510330-OIL,N         ,"$4,727.32 ",1487
GRAVESEND,BROOKLYN,GRAVESEND,,Not Applicable,,68,225,K006800,FEDERAL,NY005011720P,"S.J. Fuel Co., Inc.",2897446,1/1/13,12/26/12,1/25/13,30,2308920410-OIL,N         ,"$335,549.62 ",103002
GRAVESEND,BROOKLYN,GRAVESEND,,Not Applicable,,68,225,K006800,FEDERAL,NY005011720P,"S.J. Fuel Co., Inc.",2897447,2/1/13,1/25/13,2/28/13,34,2308920410-OIL,N         ,"$373,404.50 ",110380
GRAVESEND,BROOKLYN,GRAVESEND,,Not Applicable,,68,225,K006800,FEDERAL,NY005011720P,"S.J. Fuel Co., Inc.",2897448,3/1/13,2/28/13,3/25/13,25,2308920410-OIL,N         ,"$318,592.55 ",98328
GRAVESEND,BROOKLYN,GRAVESEND,,Not Applicable,,68,225,K006800,FEDERAL,NY005011720P,"S.J. Fuel Co., Inc.",2897449,4/1/13,3/25/13,4/25/13,31,2308920410-OIL,N         ,"$224,584.92 ",72244
GRAVESEND,BROOKLYN,GRAVESEND,,Not Applicable,,68,225,K006800,FEDERAL,NY005011720P,"S.J. Fuel Co., Inc.",3085996,5/1/13,4/25/13,5/28/13,33,2308920410-OIL,Y         ,"$98,447.81 ",32249
GRAVESEND,BROOKLYN,GRAVESEND,,Not Applicable,,68,225,K006800,FEDERAL,NY005011720P,"S.J. Fuel Co., Inc.",3085997,6/1/13,5/28/13,6/25/13,28,2308920410-OIL,Y         ,"$44,820.77 ",14831
GRAVESEND,BROOKLYN,GRAVESEND,,Not Applicable,,68,225,K006800,FEDERAL,NY005011720P,"S.J. Fuel Co., Inc.",3085998,7/1/13,6/25/13,7/26/13,31,2308920410-OIL,Y         ,"$60,876.81 ",19675
GRAVESEND,BROOKLYN,GRAVESEND,,Not Applicable,,68,225,K006800,FEDERAL,NY005011720P,"S.J. Fuel Co., Inc.",3191137,8/1/13,7/26/13,8/27/13,32,2308920410-OIL,N         ,"$62,857.17 ",19772
GRAVESEND,BROOKLYN,GRAVESEND,,Not Applicable,,68,225,K006800,FEDERAL,NY005011720P,"S.J. Fuel Co., Inc.",3191179,9/1/13,8/27/13,9/25/13,29,2308920410-OIL,N         ,"$53,778.74 ",16691
GRAVESEND,BROOKLYN,GRAVESEND,,Not Applicable,,68,225,K006800,FEDERAL,NY005011720P,"S.J. Fuel Co., Inc.",3191221,10/1/13,9/25/13,10/24/13,29,2308920410-OIL,N         ,"$84,241.88 ",26746
GRAVESEND,BROOKLYN,GRAVESEND,,Not Applicable,,68,225,K006800,FEDERAL,NY005011720P,"S.J. Fuel Co., Inc.",3191270,11/1/13,10/24/13,11/22/13,29,2308920410-OIL,N         ,"$213,191.51 ",68932
GRAVESEND,BROOKLYN,GRAVESEND,,Not Applicable,,68,225,K006800,FEDERAL,NY005011720P,"S.J. Fuel Co., Inc.",3249817,12/1/13,11/22/13,12/26/13,34,2308920410-OIL,N         ,"$361,236.01 ",113502
HAMMEL,QUEENS,HAMMEL,,Not Applicable,,75,226,Q007500,FEDERAL,NY005010750P,"East Coast Petroleum, Inc.",2898263,1/1/13,12/21/12,1/28/13,38,0059927061-OIL,N         ,"$331,988.12 ",98201
HAMMEL,QUEENS,HAMMEL,,Not Applicable,,75,226,Q007500,FEDERAL,NY005010750P,"East Coast Petroleum, Inc.",2898264,2/1/13,1/28/13,2/25/13,28,0059927061-OIL,N         ,"$440,330.52 ",125597
HAMMEL,QUEENS,HAMMEL,,Not Applicable,,75,226,Q007500,FEDERAL,NY005010750P,"East Coast Petroleum, Inc.",2898265,3/1/13,2/25/13,3/22/13,25,0059927061-OIL,N         ,"$344,637.04 ",102476
HAMMEL,QUEENS,HAMMEL,,Not Applicable,,75,226,Q007500,FEDERAL,NY005010750P,"East Coast Petroleum, Inc.",2898266,4/1/13,3/22/13,4/24/13,33,0059927061-OIL,N         ,"$276,013.03 ",85408
HAMMEL,QUEENS,HAMMEL,,Not Applicable,,75,226,Q007500,FEDERAL,NY005010750P,"East Coast Petroleum, Inc.",3086111,5/1/13,4/23/13,5/23/13,30,0059927061-OIL,Y         ,"$126,315.06 ",39775
HAMMEL,QUEENS,HAMMEL,,Not Applicable,,75,226,Q007500,FEDERAL,NY005010750P,"East Coast Petroleum, Inc.",3086112,6/1/13,5/23/13,6/25/13,33,0059927061-OIL,Y         ,"$93,978.73 ",29881
HAMMEL,QUEENS,HAMMEL,,Not Applicable,,75,226,Q007500,FEDERAL,NY005010750P,"East Coast Petroleum, Inc.",3086113,7/1/13,6/25/13,7/24/13,29,0059927061-OIL,Y         ,"$94,654.10 ",29422
HAMMEL,QUEENS,HAMMEL,,Not Applicable,,75,226,Q007500,FEDERAL,NY005010750P,"East Coast Petroleum, Inc.",3191132,8/1/13,7/24/13,8/23/13,30,0059927061-OIL,N         ,"$78,431.48 ",23752
HAMMEL,QUEENS,HAMMEL,,Not Applicable,,75,226,Q007500,FEDERAL,NY005010750P,"East Coast Petroleum, Inc.",3191174,9/1/13,8/23/13,9/25/13,33,0059927061-OIL,N         ,"$87,953.96 ",26294
HAMMEL,QUEENS,HAMMEL,,Not Applicable,,75,226,Q007500,FEDERAL,NY005010750P,"East Coast Petroleum, Inc.",3191216,10/1/13,9/25/13,10/23/13,28,0059927061-OIL,N         ,"$77,742.99 ",23755
HAMMEL,QUEENS,HAMMEL,,Not Applicable,,75,226,Q007500,FEDERAL,NY005010750P,"East Coast Petroleum, Inc.",3191264,11/1/13,10/23/13,11/25/13,33,0059927061-OIL,N         ,"$244,553.64 ",76048
HAMMEL,QUEENS,HAMMEL,,Not Applicable,,75,226,Q007500,FEDERAL,NY005010750P,"East Coast Petroleum, Inc.",3249844,12/1/13,11/25/13,12/24/13,29,0059927061-OIL,N         ,"$265,059.44 ",80184
HERNANDEZ,MANHATTAN,HERNANDEZ,,Not Applicable,,184,286,M018400,FEDERAL,NY005011000P,"S.J. Fuel Co., Inc.",3191206,10/1/13,9/23/13,10/23/13,30,495416010602001-OIL,N         ,$3.13 ,1
HIGHBRIDGE GARDENS,BRONX,HIGHBRIDGE GARDENS,,Not Applicable,,78,229,B007800,FEDERAL,NY005000780P,"S.J. Fuel Co., Inc.",2896973,1/1/13,12/24/12,1/24/13,31,395416196100003-OIL,N         ,"$2,913.93 ",900
HIGHBRIDGE GARDENS,BRONX,HIGHBRIDGE GARDENS,,Not Applicable,,78,229,B007800,FEDERAL,NY005000780P,"S.J. Fuel Co., Inc.",3249806,12/1/13,11/21/13,12/24/13,33,395416196100003-OIL,N         ,$170.78 ,54
HOLMES TOWERS,MANHATTAN,HOLMES TOWERS,,Not Applicable,,159,277,M015900,FEDERAL,NY005011390P,"S.J. Fuel Co., Inc.",3191203,10/1/13,9/23/13,10/23/13,30,495416024100000-OIL,N         ,$18.78 ,6
HOPE GARDENS,BROOKLYN,HOPE GARDENS,,Not Applicable,,247,546,K024700,FEDERAL,NY005012470P,"S.J. Fuel Co., Inc.",2898197,1/1/13,12/26/12,1/25/13,30,0098915631-OIL,N         ,"$60,270.71 ",18501
HOPE GARDENS,BROOKLYN,HOPE GARDENS,,Not Applicable,,247,546,K024700,FEDERAL,NY005012470P,"S.J. Fuel Co., Inc.",2898198,2/1/13,1/25/13,2/28/13,34,0098915631-OIL,N         ,"$108,195.29 ",31983
HOPE GARDENS,BROOKLYN,HOPE GARDENS,,Not Applicable,,247,546,K024700,FEDERAL,NY005012470P,"S.J. Fuel Co., Inc.",2898199,3/1/13,2/28/13,3/25/13,25,0098915631-OIL,N         ,"$73,268.38 ",22613
HOPE GARDENS,BROOKLYN,HOPE GARDENS,,Not Applicable,,247,546,K024700,FEDERAL,NY005012470P,"S.J. Fuel Co., Inc.",2898200,4/1/13,3/25/13,4/25/13,31,0098915631-OIL,N         ,"$55,347.29 ",17804
HOPE GARDENS,BROOKLYN,HOPE GARDENS,,Not Applicable,,247,546,K024700,FEDERAL,NY005012470P,"S.J. Fuel Co., Inc.",3086091,5/1/13,4/25/13,5/28/13,33,0098915631-OIL,Y         ,"$36,867.94 ",12077
HOPE GARDENS,BROOKLYN,HOPE GARDENS,,Not Applicable,,247,546,K024700,FEDERAL,NY005012470P,"S.J. Fuel Co., Inc.",3086092,6/1/13,5/28/13,6/25/13,28,0098915631-OIL,Y         ,"$18,885.10 ",6249
HOPE GARDENS,BROOKLYN,HOPE GARDENS,,Not Applicable,,247,546,K024700,FEDERAL,NY005012470P,"S.J. Fuel Co., Inc.",3086093,7/1/13,6/25/13,7/26/13,31,0098915631-OIL,Y         ,"$16,770.13 ",5420
HOPE GARDENS,BROOKLYN,HOPE GARDENS,,Not Applicable,,247,546,K024700,FEDERAL,NY005012470P,"S.J. Fuel Co., Inc.",3191155,8/1/13,7/26/13,8/27/13,32,0098915631-OIL,N         ,"$16,674.38 ",5245
HOPE GARDENS,BROOKLYN,HOPE GARDENS,,Not Applicable,,247,546,K024700,FEDERAL,NY005012470P,"S.J. Fuel Co., Inc.",3191194,9/1/13,8/27/13,9/25/13,29,0098915631-OIL,N         ,"$16,184.21 ",5023
HOPE GARDENS,BROOKLYN,HOPE GARDENS,,Not Applicable,,247,546,K024700,FEDERAL,NY005012470P,"S.J. Fuel Co., Inc.",3191239,10/1/13,9/25/13,10/24/13,29,0098915631-OIL,N         ,"$15,446.13 ",4904
HOPE GARDENS,BROOKLYN,HOPE GARDENS,,Not Applicable,,247,546,K024700,FEDERAL,NY005012470P,"S.J. Fuel Co., Inc.",3191287,11/1/13,10/24/13,11/22/13,29,0098915631-OIL,N         ,"$19,274.20 ",6232
HOPE GARDENS,BROOKLYN,HOPE GARDENS,,Not Applicable,,247,546,K024700,FEDERAL,NY005012470P,"S.J. Fuel Co., Inc.",3249818,12/1/13,11/22/13,12/26/13,34,0098915631-OIL,N         ,"$29,767.23 ",9353
