site,data_status,action_code,datetime,parameter,duration,frequency,value,unit,qc,poc,lat,lon,GISDatum,elev,method_code,mpc,mpc_value,uncertainty,qualifiers
840360610117,0,10,20060702T2300-0500,88501,60,0,13.6,105,0,3,40.72333,-73.98231,WGS84,0,701,1,-10,,
840360610117,0,10,20060414T2300-0500,88501,60,0,24.1,105,0,3,40.72333,-73.98231,WGS84,0,701,1,-10,,
840360610117,0,10,20060307T2300-0500,88501,60,0,11.3,105,0,3,40.72333,-73.98231,WGS84,0,701,1,-10,,
840360610117,0,10,20060416T2300-0500,88501,60,0,7.7,105,0,3,40.72333,-73.98231,WGS84,0,701,1,-10,,
840360610117,0,10,20070420T2300-0500,88501,60,0,13.9,105,0,3,40.72333,-73.98231,WGS84,0,701,1,-10,,
840360610117,0,10,20060505T2300-0500,88501,60,0,6.5,105,0,3,40.72333,-73.98231,WGS84,0,701,1,-10,,
840360610117,0,10,20061014T2300-0500,88501,60,0,11.7,105,0,3,40.72333,-73.98231,WGS84,0,701,1,-10,,
840360610117,0,10,20061006T2300-0500,88501,60,0,3.9,105,0,3,40.72333,-73.98231,WGS84,0,701,1,-10,,
840360610117,0,10,20070323T2300-0500,88501,60,0,1.3,105,0,3,40.72333,-73.98231,WGS84,0,701,1,-10,,
840360610117,0,10,20070217T2300-0500,88501,60,0,14.2,105,0,3,40.72333,-73.98231,WGS84,0,701,1,-10,,
840360610117,0,10,20070514T2300-0500,88501,60,0,7.6,105,0,3,40.72333,-73.98231,WGS84,0,701,1,-10,,
840360610117,0,10,20060418T2300-0500,88501,60,0,10.2,105,0,3,40.72333,-73.98231,WGS84,0,701,1,-10,,
840360610117,0,10,20061010T2300-0500,88501,60,0,12.2,105,0,3,40.72333,-73.98231,WGS84,0,701,1,-10,,
840360610117,0,10,20061002T2300-0500,88501,60,0,19.8,105,0,3,40.72333,-73.98231,WGS84,0,701,1,-10,,
840360610117,0,10,20060603T2300-0500,88501,60,0,1.2,105,0,3,40.72333,-73.98231,WGS84,0,701,1,-10,,
840360610117,0,10,20060704T2300-0500,88501,60,0,35.1,105,0,3,40.72333,-73.98231,WGS84,0,701,1,-10,,
840360610117,0,10,20060818T2300-0500,88501,60,0,7.5,105,0,3,40.72333,-73.98231,WGS84,0,701,1,-10,,
840360610117,0,10,20070206T2300-0500,88501,60,0,12.6,105,0,3,40.72333,-73.98231,WGS84,0,701,1,-10,,
840360610117,0,10,20060604T2300-0500,88501,60,0,11.5,105,0,3,40.72333,-73.98231,WGS84,0,701,1,-10,,
840360610117,0,10,20070404T2300-0500,88501,60,0,7.8,105,0,3,40.72333,-73.98231,WGS84,0,701,1,-10,,
840360610117,0,10,20070617T2300-0500,88501,60,0,39.5,105,0,3,40.72333,-73.98231,WGS84,0,701,1,-10,,
840360610117,0,10,20060121T2300-0500,88501,60,0,9.6,105,0,3,40.72333,-73.98231,WGS84,0,701,1,-10,,
840360610117,0,10,20060218T2300-0500,88501,60,0,10.6,105,0,3,40.72333,-73.98231,WGS84,0,701,1,-10,,
840360610117,0,10,20060324T2300-0500,88501,60,0,4.9,105,0,3,40.72333,-73.98231,WGS84,0,701,1,-10,,
840360610117,0,10,20060908T2300-0500,88501,60,0,22.2,105,0,3,40.72333,-73.98231,WGS84,0,701,1,-10,,
840360610117,0,10,20070515T2300-0500,88501,60,0,30.5,105,0,3,40.72333,-73.98231,WGS84,0,701,1,-10,,
840360610117,0,10,20060630T2300-0500,88501,60,0,17.1,105,0,3,40.72333,-73.98231,WGS84,0,701,1,-10,,
